article_id,title,cited_by,pub_year
5727,Diversification of substrate specificities in teleostei Fads2: characterization of Δ4 and Δ6Δ5 desaturases of Chirostoma estor,2536,2014
5728,Catalytic activities and coking characteristics of oxides-supported Ni catalysts for CH4 reforming with carbon dioxide,29877,1998
5729,On the efficiency of oscillating water column (OWC) devices in converting ocean wave energy to electricity under weakly nonlinear waves,2497,2012
5730,From CD34 positive selection to negative depletion approaches of CD3 and T-cell receptor (TcR) alpha beta T lymphocytes in haploidentical transplant in thalassemia patients,3221,2013
5731,Efficient and Precise Trajectory Planning for Nonholonomic Mobile Robots,7,2015
5732,Construction of a general motion editing system for human body and humanoid robots,1403,2014
5733,Production of carboxymethylcellulose (CMC) film from papaya peels and its mechanical properties,1355,1970
5734,Noise Cancellation for Surface NMR-Application of Time and Frequency Domain Approaches,2556,2011
5735,The Extragalactic Distance Scale Key Project III. Teh discovery of Cephids and a New Distance to M101 Using the Hubble Space Telescope,60140,1970
5736,Implementing early goal‐directed therapy in the emergency setting: the challenges and experiences of translating research innovations into clinical reality in academic and …,17481,2007
5737,Integrated Mechanisms of Plant Disease Containment by Rhizospheric Bacteria: Unraveling the Signal Cross Talk Between Plant and Fluorescent Pseudomonas,29,1970
5738,Research on multi-parameter monitoring of steel frame shaking-table test using smartphone,4119,2017
5739,Quality-driven volcanic earthquake detection using wireless sensor networks,31145,2010
5740,Blending of recycled mixed polyolefins with recycled polypropylene: effect on physical and mechanical properties,265,2016
5741,Understanding the memorable messages first-generation college students receive from on-campus mentors,27881,2012
5742,An introduction to density functional theory,41465,1970
5743,Short-term memory and working memory in mental retardation,10480,1970
5744,Suppression of IκBα expression is necessary for c-Jun N-terminal kinase-mediated enhancement of Fas cytotoxicity,3489,2000
5745,"Structural, thermal and optical studies of mechanical alloyed Ga40Se60 mixture",1938,2006
5746,Electronic evidence for type II Weyl semimetal state in MoTe2,13987,2016
5747,Effect of dipyridamole and aspirin on the platelet–neutrophil interaction via the nitric oxide pathway,1024,2000
5748,Nutritional deficits during early development affect hippocampal structure and spatial memory later in life.,3869,2005
5749,The social profitability of photovoltaics in Germany,1999,2018
5750,Generalized Gibbs state with modified Redfield solution: Exact agreement up to second order,14812,2012
5751,Design space exploration of microring resonators in silicon photonic interconnects: impact of the ring curvature,450,2018
5752,"Eletriptan in acute migraine: a double-blind, placebo-controlled comparison to sumatriptan",74403,2000
5753,"Deformación y magmatismo cenozoicos en sur de la cuenca de Sabinas, Coahuila, México: Querétaro, México, Universidad Nacional Autónoma de México, Posgrado en Ciencias de la Tierra",489,1970
5754,Decentralized voltage control of clustered active distribution networkby means of energy storage systems,219,1970
5755,Migrações e APD: efeitos nas alterações socioeconómicas de Cabo Verde,137,1970
5756,Analysis of the gait of adults who had residua of congenital dysplasia of the hip,5027,1996
5757,Evaluation and optimization of the Savitzky-Golay smoothing filter for noise reduction in thin film interference signal analysis,510,2013
5758,"Gender, ethnicity and teaching evaluations: Evidence from mixed teaching teams",240,2016
5759,Effect of training and post discharge follow-up on self-care behavior of patients with ischemic heart disease.,1211,1970
5760,EEG-based motion sickness classification system with genetic feature selection,2858,2013
5761,Tunable metamaterials made of graphene-liquid crystal multilayers,409,1970
5762,Degradation mechanisms of Pt/C fuel cell catalysts under simulated start–stop conditions,16195,2012
5763,Observation of anisotropy in the galactic cosmic-ray arrival directions at 400 TeV with IceCube,52804,2012
5764,NCAM1-TTC12-ANKK1-DRD2 variants and smoking motives as intermediate phenotypes for nicotine dependence,754,2015
5765,Search for new phenomena in final states with an energetic jet and large missing transverse momentum in  collisions at  using the ATLAS detector,149860,2016
5766,Association between prostate cancer and serum testosterone levels,3054,2002
5767,A real-life experience of bevacizumab in elderly women with advanced ovarian carcinoma,254,2016
5768,Critical Fluctuations of Schlögl's Chemical Model,6000,1980
5769,Red fluorescent zinc oxide nanoparticle: a novel platform for cancer targeting,18325,2015
5770,Sulfur dynamics during long-term ecosystem development,4213,2016
5771,An H5N1 highly pathogenic avian influenza virus that invaded Japan through waterfowl migration,382,1970
5772,The profile of UK private landlords,1718,2016
5773,Myeloid-derived suppressor cells (MDSC): Another player in the orchestra,1510,2011
5774,Selective inhibition of CYP17 with abiraterone acetate is highly active in the treatment of castration-resistant prostate cancer,61072,2009
5775,I Hope He Dies Before Me: Caring for Ageing Children with Intellectual Disabilities and Against the Odds: Parents with Intellectual Disability: a Review of Legal Services and …,479,1970
5776,"The initial slope of the variogram, foundation of the trabecular bone score, is not or is poorly associated with vertebral strength",1785,2016
5777,Non-housekeeping genes expressed in human trabecular meshwork cell cultures,4549,1970
5778,Necessary and sufficient conditions for stability of impulsive switched linear systems,892,2011
5779,Morphing: Combining structure and randomness,23694,1999
5780,Extended mid-infrared aromatic feature emission in M82,60140,2006
5781,Evaluation of the thermal stability of  bulk metallic glass,2396,2007
5782,"Influence of net ecosystem metabolism in transferring riverine organic carbon to atmospheric CO2 in a tropical coastal lagoon (Chilka Lake, India)",27881,2008
5783,Lanthanide directed self-assembly synthesis and photophysical evaluation of chiral Eu (iii) luminescent “half-helicates”,1776,1970
5784,"Co 3 O 4 nanocrystals with predominantly exposed facets: synthesis, environmental and energy applications",29877,1970
5785,Multivariate modeling of mould growth in relation to extractives in dried Scots pine sapwood,39,1970
5786,Plasmon assisted optical trapping: fundamentals and biomedical applications,877,2015
5787,Efficient path interpolation and speed profile computation for nonholonomic mobile robots,7,2015
5788,An extended model for predicting hydraulic conductivity from NMR measurements,2556,2011
5789,"Power Controllers, Power Supplies and Control Methods Therefor",1403,2014
5790,Bioanalytical method validation of quantitative mass spectrometry based assay: Experimental protocols and regulations,204,1970
5791,Interdiffusion in Homopolymer-Statistical Copolymer Mixture,1029,1970
5792,Use of hyperspectral remote sensing to estimate the gross photosynthesis of agricultural fields,7167,2008
5793,"Evaluation of the microbiological quality of drinking water in the district of Bragança (Northwest Portugal) throughout a ten-year period (1996–2005), during the implementation …",137,2010
5794,Phonon Hall effect in four-terminal nano-junctions,14812,2009
5795,Cell morphology and impact strength of microcellular foamed HDPE/PP blends.,1355,1970
5796,Search for and storage of food by Parus cinctus lapponicus and P. montanus borealis (Paridae),3869,1970
5797,A latent class growth analysis of school bullying and its social context: The self-determination theory perspective.,13987,2015
5798,Primary Plant Metabolism During Plant–Pathogen Interactions and Its Role in Defense,29,1970
5799,γ-Fe2O3/SiO2 nanocomposites for magneto-optical applications: Nanostructural and magnetic properties,1024,2006
5800,An analytic formula for pricing American options with regime switching,2497,1970
5801,Noncontact tomography and a pH-sensitive nanocomposite for monitoring osseointegrated prosthesis interfaces,4119,2017
5802,"The economic costs and rewards of two-earner, two-parent families",3024,1991
5803,Short-and long-term memory contributions to immediate serial recognition: Evidence from serial position effects,10480,2010
5804,Lipidomic analysis of plasma lipoprotein fractions in myocardial infarction-prone rabbits,5425,2015
5805,The economy-wide effects of large-scale renewable electricity expansion in Europe: The role of integration costs,1999,1970
5806,Muscle hardness in patients with chronic tension-type headache: relation to actual headache state,74403,1999
5807,Magnetotactic bacteria,14521,1970
5808,Expression of WW domain–containing oxidoreductase WWOX in pterygium,3489,1970
5809,Structure of the α-Cr 2 O 3 (0001) surface: An ab initio total-energy study,41465,1996
5810,Effects of n-3 HUFA content in broodstock diet on spawning performance and fatty acid composition of eggs and larvae in Plectorhynchus cinctus,31145,2005
5811,Upcycling of contaminated post‐industrial polypropylene waste: A design from recycling case study,265,2018
5812,Enhanced Electrical Model of Lithium-Based Batteries Accounting the Charge Redistribution Effect,219,1970
5813,The use of jack bean (Canavalia ensiformis Leguminosae) meal as a partial substitute for fish meal in diets for tilapia (Oreochromis mossambicus Cichlidae),2536,1988
5814,Wafer‐Level Patterned and Aligned Polymer Nanowire/Micro‐and Nanotube Arrays on any Substrate,18325,2009
5815,"Growth evaluation of Oreochromis niloticus (Cichlidae, Neopterygii) exposed to trichlorfon",926,2008
